Filename,DOI,Relevance_Score,Species,Gene,Mod_Type,Phenotype,Quant_Data,Promoter,Terminator,Application_Category
4464107.pdf,10.3389/fpls.2015.00444,0.9,Fragaria X ananassa,FaCHS,RNA interference (RNAi): intron-hp construct,Increase in lignin content,Increase in lignin content,,,"Disease resistance, Fruit Property"
4464107.pdf,10.3389/fpls.2015.00444,0.9,Fragaria X ananassa,FaEGS,Overexpression,"Aroma, phenylpropene synthesis",Increase in eugenol synthesis,,,"Aroma, Chemicals"
6723670.pdf,Not found,0.9,Solanum tuberosum,StMYB,CRISPR/Cas9 knockout,Stress response,Expression level: 2.5-fold increase under salt stress,CaMV-35S,,Stress tolerance
3697047.pdf,10.3389/fgene.2013.00122,0.9,Arabidopsis thaliana,miRNAs,Natural abundance estimation,miRNA abundance,r=0.74 for WRHW; r=0.66 for DRYD,,,"Gene expression, Biosensing"
10516424.pdf,10.1371/journal.pone.0290402.g001,0.9,Pogostemon cablin,patchoulol synthase (PTS),Natural chemotype variation,Higher patchouli alcohol content,Patchouli alcohol content in PA-type is higher than in PO-type,,,"Pharmaceutical precursors, Above-ground biomass property"
5316160.pdf,10.1186/s13068-017-0725-0,0.9,Arabidopsis,SST (sinapoylglucose:sinapoylglucose sinapoyltransferase),Overexpression via transgenic construct,Increased accumulation of DSEs (disinapoyl esters),DSEs increased to 18% and 34% of total sinapate esters in leaves and stems respectively; SG levels decreased by 75% in presence of SST transgene,Not explicitly named,Not explicitly named,"Lignin modification, Biofuel precursors, Above-ground biomass property"
10301586.pdf,Not found,0.9,Oryza sativa,OsAOX1a,RNAi-mediated knockdown,"Decreased seed viability, reduced mitochondrial metabolism, impaired seed development",Seed width: 2.5 mm; Seed length: 4 mm; 100-grain weight: 1.5 g; Germination rate: 96.5%; Germination rate at P50: 13.6 d,,,"Seed Property, Seed Dormancy, Seed Yield"
10070625.pdf,10.1038/s41598-023-31072-2,0.9,Glycine max (soybean),"cp4-epsps, Vip3Aa, pat",Transgenic expression,"Insect resistance, Herbicide resistance","No significant difference in growth performance, survival rate, feeding rate, and enzyme activity compared to non-transgenic soybeans.",,,"Disease resistance, Herbicide resistance"
8519309.pdf,10.3389/fpls.2021.760041,0.9,Rice,OsRELA,CRISPR/Cas9 knockout,Reduced leaf angle,Leaf inclination angle: 10° (rela mutant); 15° (RELA-CRISPR); 30° (wild-type),OsRELA promoter,,"Leaf property, Leaf yield"
4958981.pdf,10.1038/srep30264,0.9,Oryza sativa,OsAHL1,Overexpression via CaMV35S promoter,Enhanced drought resistance,Survival rate under drought: 70%; Survival rate under salt stress: 82%; Survival rate under cold stress: 90%,CaMV35S,,"Drought tolerance, Disease resistance"
4849042.pdf,Not found,0.9,Arabidopsis,GmSHN1,Constitutive expression via overexpression,"Increased leaf glossiness, reduced trichomes, increased leaf fresh weight normalized area",7.8-fold increase in leaf cuticle wax production; 14% increase in leaf fresh weight normalized area,,,"Leaf property, Above-ground biomass yield"
4849042.pdf,Not found,0.9,Arabidopsis,GmSHN9,Constitutive expression via overexpression,"Increased leaf glossiness, longer and slender leaves, increased leaf fresh weight normalized area",9.9-fold increase in leaf cuticle wax production; 25% increase in leaf fresh weight normalized area,,,"Leaf property, Above-ground biomass yield"
6073778.pdf,Not found,0.9,Arabidopsis thaliana,MET1,CRISPR/Cas9 knockout,Reduced CG methylation,CG methylation decreased by 15.2%,,,"DNA methylation, Epigenetic regulation"
6954900.pdf,Not found,0.9,Taraxacum officinale,TA-G,RNAi silencing,Reduced TA-G production,"TA-G levels: 30,000 (RNAi-1) vs 40,000 (RNAi-15) at low temperature; 70,000 (RNAi-1) vs 90,000 (RNAi-15) at high temperature",,,"Disease resistance, Pest resistance"
7460981.pdf,Not found,0.9,Oryza sativa,LOC_Os02g02170,Natural variation,Enhanced nitrogen use efficiency,"Shoot length: 70 cm (low N), 90 cm (full N); Biomass: 3.0 g (low N), 4.5 g (full N)",,,"Nitrogen use efficiency, Root architecture"
7460981.pdf,Not found,0.9,Oryza sativa,LOC_Os02g40730,Natural variation,Enhanced nitrogen uptake,"Shoot length: 40 cm (low N), 60 cm (full N); Biomass: 1.5 g (low N), 3.5 g (full N)",,,"Nitrogen use efficiency, Root architecture"
6983023.pdf,Not found,0.9,Moringa oleifera,DPP-IV,Virtual screening and molecular docking,Inhibition of DPP-IV activity,"IC50 values: 798 nM (compound 1), 157.694 µM (compound 2), 191.126 µM (compound 3)",,,"Pharmaceutical precursors, Disease resistance"
7297816.pdf,10.1007/s00438-020-01674-w,0.9,Brassica napus,Carotene biosynthesis,Disruption of carotene biosynthesis,Abnormal plastids and variegated leaves,Ratio of white sectors in ZY-4 leaves is higher than in ZY-8,,,Leaf property
6470693.pdf,Not found,0.9,Setaria italica,SiWLIM2b,Overexpression,Drought tolerance,Higher survival rate under drought conditions; Lower MDA content under drought stress,,,"Drought tolerance, Disease resistance"
10848876.pdf,10.1111/mpp.13428,0.9,Arabidopsis thaliana,CAMTA3,Natural single-nucleotide polymorphism (SNP) resulting in a missense mutation (H386D),Autoimmune phenotype; enhanced expression of stress-related genes; increased pathogen resistance,Relative fluorescence units for luciferase activity: CAMTA3H386D = 1.0; CAMTA3 = 4.0; Control = 1.0; Pathogen resistance (CFU/leaf disc): CAMTA3H386D = 1.0; WT = 0.8,,,"Disease resistance, Plant Transformation, Immune response"
3580811.pdf,10.1093/jxb/ers374,0.9,Vitis vinifera,VvCEB1,35S promoter-driven overexpression,"Increased cell size, altered embryo development",Cell size increased by 11-fold at 17 days post-initiation; VvCEB1 transcript levels increased 75-fold,CaMV 35S promoter,,"Above-ground biomass property, Fruit Property"
8702530.pdf,10.3389/fpls.2021.796181,0.9,Paeonia rockii,PrASIL1,Virus-induced gene silencing (VIGS),Increased oil content and altered fatty acid composition,Total FA content increased by 21%; C18:3 decreased to 89%,,,"Seed Property, Lipid Metabolism, Oil Biosynthesis"
6562588.pdf,Not found,0.9,wheat,TaPHT1,natural variation,phosphorus transport efficiency,fold change in gene expression; percentage of roots colonized by AM fungi,,,"Phosphate transport, Arbuscular mycorrhizal symbiosis"
9921472.pdf,10.3390/nu15030591,0.9,,,,,,,,
8710088.pdf,Not found,0.9,,,,,,,,
11756073.pdf,10.1186/s13024-025-00797-1,0.9,,,,,,,,
10342139.pdf,Not found,0.9,,CIAPIN1,,Protection against hIAPP-induced β-cell death,Cell viability increased by Tat-CIAPIN1; ROS and DNA fragmentation reduced by Tat-CIAPIN1,,,"Gene expression, Disease resistance"
6164191.pdf,Not found,0.9,Arabidopsis thaliana,PsCor413pm2,Overexpression via CaMV35S promoter,Enhanced cold tolerance,Germination rate: 85%; Fv/Fm: 0.85; EC: 15%; Survival rate: 90%,CaMV35S,,"Disease resistance, Cold tolerance"
8189116.pdf,Not found,0.9,Zea mays,"cry1Ab, cry2Ab, maroACC",Agrobacterium-mediated transformation,Increased pest resistance; Herbicide tolerance,Cry1Ab content: 1.81 µg/g; Cry2Ab content: 0.31 µg/g; EPSPS content: 20.00 µg/g,,,"Pest resistance, Herbicide resistance"
5822585.pdf,10.1002/brb3.921,0.9,Curcuma longa,Curcumin,Natural compound extraction,Neuroprotective effect,Infarct volume reduction; Neuron survival rate increase,,,"Neuroprotection, Antioxidant activity"
7325139.pdf,Not found,0.9,Arabidopsis thaliana,miRNAs,Cold acclimation-induced miRNA regulation,Cold stress response,93 cold responsive differentially expressed miRNAs; 14 previously known cold responsive miRNAs,,,"Gene expression, Disease resistance, Photosynthesis"
3502350.pdf,Not found,0.9,Nicotiana attenuata,Nat-miR390,Endogenous miRNA regulation,Accumulation of miRNA and tasiRNA,75-fold increase in miRNA levels; 30-fold increase in tasiRNA levels,,,"Gene expression, Disease resistance"
3502350.pdf,Not found,0.85,Nicotiana attenuata,Nat-miR319,Endogenous miRNA regulation,Induction of miRNA,Increased miRNA levels after W+OS treatment,,,"Gene expression, Disease resistance"
5338827.pdf,10.1371/journal.pgen.1006630.g001,0.9,Oryza sativa,Tos17,Retrotransposon activity,High activity in callus tissue,DOC = 200X in callus; DOC <1X in leaves,,,"Gene expression, Disease resistance"
6037947.pdf,10.3389/fpls.2018.00916,0.9,Solanum lycopersicum,SlNADK2A,CRISPR/Cas9 knockout,Large deletions between target sites,38% mutation rate for gRNA1; 7% mutation rate for gRNA2,SlEF1α,,"Disease resistance, Genome editing"
6351596.pdf,10.1038/s41598-018-37352-6,0.9,Triticum aestivum,TaCNR2,Overexpression via Agrobacterium-mediated transformation,"Improved tolerance to Cd, Zn, Mn; increased translocation of heavy metals from roots to shoots",Cd concentration in shoots: ~50 mg/kg DW; Zn concentration in shoots: ~50 mg/kg DW; Mn concentration in shoots: ~30 mg/kg DW,,,Heavy metal tolerance; Heavy metal translocation
10136296.pdf,10.3390/biom13040694,0.9,,PPARγ,,PPARγ phosphorylation inhibition,IC50 values: 39.9 ± 1.2 μM; 35.1 ± 2.8 μM; 16.2 ± 2.5 μM,,,Pharmaceutical precursors
6740027.pdf,Not found,0.9,Lens ervoides,Lc05858,Calcium-translocating ATPase,Enhanced resistance to Stemphylium botryosum,Increased gene expression in resistant RILs; Reduced hypersensitive response,,,"Disease resistance, Gene expression"
6740027.pdf,Not found,0.9,Lens ervoides,Lc12983,Glutamate receptor3.2,Enhanced resistance to Stemphylium botryosum,Increased gene expression in resistant RILs; Potential role in calcium signaling,,,"Disease resistance, Gene expression"
4730719.pdf,Not found,0.9,Tomato,Dwarf (CYP85A1),Transgenic overexpression,Enhanced photosynthetic capacity,Net photosynthetic rate (PN) increased; RuBisCO activase activity increased; FBPase activity increased,,,"Photosynthesis, Above-ground biomass property"
4977721.pdf,10.3389/fpls.2016.01147,0.9,Solanum lycopersicum,OXDC,CRISPR/Cas9 knockout,Post-harvest storage quality improvement,Increased firmness; Reduced membrane leakage,E8.2,,Post-harvest shelf life
10612436.pdf,10.1177/11795514231203864,0.9,Tinospora cordifolia,Not specified,Not applicable,Impact on PCOS,Estradiol levels: 12.33 ± 0.45 ng/ml; Progesterone levels: 14.95 ± 1.007 ng/ml; Testosterone levels: 5.12 ± 0.31 nmol/L; LH levels: 0.67 ± 0.28 mlU/ml; FSH levels: 3.83 ± 0.9 mlU/ml,,,"Pharmaceutical precursors, Disease resistance, Gene expression"
10828030.pdf,Not found,0.9,Theobroma cacao L.,,Cryopreservation of somatic embryos,Viability after cryopreservation,42.9-74.5% survival rate,,,"Plant Transformation, Disease resistance"
10828030.pdf,Not found,0.9,Musa sp.,,Cryopreservation of embryogenic calli,Viability after cryopreservation,76-100% survival rate,,,"Plant Transformation, Disease resistance"
7986286.pdf,Not found,0.9,Datura stramonium,tropinone reductase I,tissue culture-induced duplication,increased alkaloid production,duplicated; expression increased,,,"Disease resistance, Pharmaceutical precursors"
7986286.pdf,Not found,0.9,Datura stramonium,hyoscyamine 6 β-hydroxylase,tissue culture-induced duplication,increased alkaloid production,duplicated; expression increased,,,Pharmaceutical precursors
10328391.pdf,10.34133/research.0188,0.9,mulberry,resveratrol,nanoparticle encapsulation,improved drug delivery and inflammation modulation,particle size: 86.8 nm; zeta potential: -18.0 mV,,,"Pharmaceutical precursors, Disease resistance"
7805002.pdf,10.2903/j.efsa.2021.6348,0.9,Maize,"cry1F, pat, cry1Ab, vip3Aa20, pmi, cp4 epsps, cp4 epsps l214p",Conventional crossing to combine four single events,Resistance to certain lepidopteran pests and tolerance to glyphosate- and glufosinate ammonium-based herbicides,Protein levels similar in four-event stack and corresponding single events; no interaction affecting protein expression levels,"ubiZM1 (Zea mays), 35S (CaMV), ZmUbiInt (Z. mays), ract1 (Oryza sativa)","ORF25PolyA (Agrobacterium tumefaciens), 35S (CaMV), nos (Agrobacterium tumefaciens)","Disease resistance, Herbicide resistance"
5792587.pdf,10.1038/s41598-018-19348-4,0.9,Malus x domestica,WRKY53,RNA-Seq analysis,Upregulated under fungal pathogens,log2 FC > 1; p-value < 0.05,,,"Disease resistance, Gene expression"
5792587.pdf,10.1038/s41598-018-19348-4,0.9,Malus x domestica,WRKY70,RNA-Seq analysis,Upregulated under ASGV,log2 FC > 1; p-value < 0.05,,,"Disease resistance, Gene expression"
3202935.pdf,10.1093/jxb/err062,0.9,Arabidopsis thaliana,phyA,EMS-induced mutation,Reduced LUC response to shade; enhanced hypocotyl elongation,Hypocotyl length under white light: WT 3 mm; dra1 6 mm,,,"Light signaling, Phytochrome function"
8318516.pdf,Not found,0.9,,TTR,,Cardiac amyloidosis,29.5% all-cause mortality with tafamidis; 42.9% all-cause mortality with placebo,,,"Disease resistance, Gene expression"
3562688.pdf,10.1155/2013/915953,0.9,Artemisia iwayomogi,"PPAR𝛾2, C/EBP𝛼, CD36, aP2, FAS",Natural plant extract,"Reduced adipogenesis, decreased visceral fat accumulation, improved lipid metabolism, reduced inflammation",PPAR𝛾2 expression decreased by 44%; C/EBP𝛼 expression decreased by 18%; CD36 expression decreased by 25%; aP2 expression decreased by 20%; FAS expression decreased by 15%,,,"Chemicals, Disease resistance, Nutrient utilization, Obesity prevention"
6660701.pdf,Not found,0.9,Prunus persica,PpNF-Y,Gene expression analysis under drought stress,Increased transcript abundance,Expression levels increased up to 15 times under drought stress,"Contains drought-responsive cis-elements (ABRE, MBS, G-box, W-box, DRE)",,"Drought tolerance, Gene expression"
6359579.pdf,Not found,0.9,Solanum lycopersicum,SlDnaJ20,Overexpression via sense transgenic plants,Enhanced thermotolerance,Higher fresh weight; increased chlorophyll content; higher fluorescence (Fv/Fm); lower ROS accumulation,CaMV35S,Nopaline synthase terminator,"Drought tolerance, Disease resistance, Photosynthesis"
6359579.pdf,Not found,0.9,Solanum lycopersicum,SlDnaJ20,Suppression via antisense transgenic plants,Increased heat sensitivity,Lower fresh weight; decreased chlorophyll content; lower fluorescence (Fv/Fm); higher ROS accumulation,CaMV35S,Nopaline synthase terminator,"Drought tolerance, Disease resistance, Photosynthesis"
6969989.pdf,Not found,0.9,Oroxylum indicum,PPARγ2,Natural Extract Inhibition,Reduced adipogenesis,PPARγ2 mRNA expression: 0.3 in OIE-treated vs 1.0 in control; Adiponectin secretion: 2-fold lower in OIE-treated vs control,,,"Anti-adipogenesis, Obesity prevention"
10856844.pdf,Not found,0.9,Paeonia ostii,PoSOD,Overexpression using 35S promoter,Increased root development,Average rooting number: 5.6; Rooting rate: 56.7%,35S promoter,,"Root Property, Root yield"
2978894.pdf,Not found,0.9,Rice,gfp,Agrobacterium-mediated transformation,GFP fluorescence; Luc luminescence,Transformation efficiency: 10-fold higher in Kasalath; Single copy T-DNA integration: 40%,CaMV 35S,Nopaline synthase (nos),"Plant Transformation, Gene expression"
8239399.pdf,10.3389/fpls.2021.639189,0.9,Arabidopsis thaliana,BnPCS1,Overexpression via Agrobacterium-mediated transformation,"Enhanced Cd tolerance, accumulation, and translocation",Cd content in roots: 0.65 mg/kg (WT) vs. 1.43 mg/kg (L1); Cd content in shoots: 0.42 mg/kg (WT) vs. 1.37 mg/kg (L1); Translocation Factor (TF): 0.61 (WT) vs. 0.86 (L1),CaMV 35S,,"Phytoremediation, Heavy metal tolerance"
10436233.pdf,10.3389/fphar.2023.1236656,0.9,,,,Improved efficacy in treating functional dyspepsia,Gastric emptying rate increased; Body weight increased,,,Pharmaceutical precursors
4997087.pdf,10.1038/srep18005,0.9,Brassica juncea,GSL-ALK,RNAi-mediated knockdown,Increased glucoraphanin content,Glucoraphanin content: 43.11 μmoles g⁻¹ DW; Reduction in anti-nutritional glucosinolates,CaMV35S,,"Disease resistance, Biosensing, Pharmaceutical precursors"
5979517.pdf,Not found,0.9,Brassica napus var. pabularia,CYP81F1,Exogenous application of methyl jasmonate (MeJA),Increased expression of CYP81F1 gene,Expression levels increased following 250 µM MeJA treatment,,,"Disease resistance, Chemicals"
5979517.pdf,Not found,0.9,Brassica napus var. pabularia,TGG2,Exogenous application of methyl jasmonate (MeJA),Increased expression of TGG2 gene,Expression levels increased by 5-fold compared to control,,,"Chemicals, Disease resistance"
6771447.pdf,10.4322/acr.2019.121,0.9,,PAI-1,,Expression of PAI-1 in adipose and vascular tissues,Mean ± SD omental adipose tissue: 1.1 ± 0.8; subcutaneous adipose tissue: 0.8 ± 0.6,,,Gene expression
7564255.pdf,Not found,0.9,Oryza sativa,qTA1.1,Chromosome segment substitution,Tiller angle,Tiller angle angle from 0–10° to 81–90°,,,"Plant Transformation, Disease resistance"
7564255.pdf,Not found,0.9,Oryza sativa,qTA7.1,Chromosome segment substitution,Tiller angle,Tiller angle angle from 0–10° to 81–90°,,,"Plant Transformation, Disease resistance"
7566159.pdf,Not found,0.9,Cleistogenes songorica,HSP,Natural Heat Stress Response,Heat Stress Response,44 CsHSP20 upregulated; 22 CsHSP70 upregulated; 11 CsHSP90 upregulated,,,"Disease resistance, Stress tolerance"
2886125.pdf,Not found,0.9,sweetpotato,IbCAD1,promoter-GUS fusion,"root-specific expression, induced by stress",GUS activity in roots: 80 nmol·min⁻¹·mg⁻¹ (cold); 30 nmol·min⁻¹·mg⁻¹ (control),IbCAD1 promoter,,"Gene expression, Disease resistance, Stress response"
7898473.pdf,10.1111/ane.13366,0.0,,,,,,,,
7372035.pdf,Not found,0.9,Oryza sativa,Ghd7,transposon insertion,extremely early flowering time,flowering time: 85.7 ± 5.4 days; range: 76.0–98.0 days,,,"Flowering, Above-ground biomass property"
4458569.pdf,10.3389/fpls.2015.00379,0.8,Prunus,PPV,AmiRNA,Resistance to PPV,Multiple viral isolates tested,CaMV 35S,,Disease resistance
